사용월,호선명,역ID,지하철역,승차승객수,하차승객수,작업일시
2022-10,7호선,2719,태릉입구,270081,252852,2022-11-03 10:23:04
2022-10,7호선,2720,먹골,293097,285723,2022-11-03 10:23:04
2022-10,7호선,2721,중화,307551,298392,2022-11-03 10:23:04
2022-10,7호선,2722,상봉(시외버스터미널),494541,471841,2022-11-03 10:23:04
2022-10,7호선,2723,면목,458347,441366,2022-11-03 10:23:04
2022-10,7호선,2724,사가정,470191,464841,2022-11-03 10:23:04
2022-10,7호선,2725,용마산(용마폭포공원),174979,173231,2022-11-03 10:23:04
2022-10,7호선,2726,중곡,312256,288617,2022-11-03 10:23:04
2022-10,7호선,2727,군자(능동),432457,338058,2022-11-03 10:23:04
2022-10,7호선,2728,어린이대공원(세종대),494729,505582,2022-11-03 10:23:04
2022-10,7호선,2729,건대입구,389142,409720,2022-11-03 10:23:04
2022-10,7호선,2730,뚝섬유원지,290371,278796,2022-11-03 10:23:04
2022-10,7호선,2731,청담,535134,592703,2022-11-03 10:23:04
2022-10,7호선,2732,강남구청,455201,508542,2022-11-03 10:23:04
2022-10,7호선,2733,학동,616504,655081,2022-11-03 10:23:04
2022-10,7호선,2734,논현,491304,515592,2022-11-03 10:23:04
2022-10,7호선,2735,반포,178520,173566,2022-11-03 10:23:04
2022-10,7호선,2736,고속터미널,529483,410286,2022-11-03 10:23:04
2022-10,7호선,2737,내방,393564,399218,2022-11-03 10:23:04
2022-10,7호선,2738,이수,458488,429875,2022-11-03 10:23:04
2022-10,7호선,2739,남성,328873,306377,2022-11-03 10:23:04
2022-10,7호선,2740,숭실대입구(살피재),417904,418668,2022-11-03 10:23:04
2022-10,7호선,2741,상도,345203,332262,2022-11-03 10:23:04
2022-10,7호선,2742,장승배기,261576,256192,2022-11-03 10:23:04
2022-10,7호선,2743,신대방삼거리,432930,410403,2022-11-03 10:23:04
2022-10,7호선,2744,보라매,216058,217913,2022-11-03 10:23:04
2022-10,7호선,2745,신풍,333769,315055,2022-11-03 10:23:04
2022-10,7호선,2746,대림(구로구청),259996,261569,2022-11-03 10:23:04
2022-10,7호선,2747,남구로,418241,436004,2022-11-03 10:23:04
2022-10,7호선,2748,가산디지털단지,1100489,1090286,2022-11-03 10:23:04
2022-10,7호선,2749,철산,619425,629435,2022-11-03 10:23:04
2022-10,7호선,2750,광명사거리,623165,612943,2022-11-03 10:23:04
2022-10,7호선,2751,천왕,323924,307990,2022-11-03 10:23:04
2022-10,7호선,2752,온수(성공회대입구),292922,276385,2022-11-03 10:23:04
2022-10,7호선,2753,까치울,1,0,2022-11-03 10:23:04
2022-10,7호선,2754,부천종합운동장,1,0,2022-11-03 10:23:04
2022-10,7호선,2755,춘의,2,0,2022-11-03 10:23:04
2022-10,7호선,2756,신중동,1,0,2022-11-03 10:23:04
2022-10,8호선,2811,암사,539550,477167,2022-11-03 10:23:04
2022-10,8호선,2812,천호(풍납토성),428094,491810,2022-11-03 10:23:04
2022-10,8호선,2813,강동구청,289448,294863,2022-11-03 10:23:04
2022-10,8호선,2814,몽촌토성(평화의문),204290,209083,2022-11-03 10:23:04
2022-10,8호선,2815,잠실(송파구청),462728,546053,2022-11-03 10:23:04
2022-10,8호선,2816,석촌,222139,265678,2022-11-03 10:23:04
2022-10,8호선,2817,송파,247958,242685,2022-11-03 10:23:04
2022-10,8호선,2818,가락시장,218030,242681,2022-11-03 10:23:04
2022-10,8호선,2819,문정,538657,564989,2022-11-03 10:23:04
2022-10,8호선,2820,장지,493814,464966,2022-11-03 10:23:04
2022-10,8호선,2821,복정,274485,230143,2022-11-03 10:23:04
2022-10,8호선,2822,산성,161180,161804,2022-11-03 10:23:04
2022-10,8호선,2823,남한산성입구(성남법원.검찰청),418331,380379,2022-11-03 10:23:04
2022-10,8호선,2824,단대오거리,316178,300722,2022-11-03 10:23:04
2022-10,8호선,2825,신흥,132984,141511,2022-11-03 10:23:04
2022-10,8호선,2826,수진,155332,142309,2022-11-03 10:23:04
2022-10,8호선,2827,모란,141992,118240,2022-11-03 10:23:04
2022-10,8호선,2828,남위례,172774,177328,2022-11-03 10:23:04
2022-10,9호선,4101,개화,77842,55690,2022-11-03 10:23:04
2022-10,9호선,4102,김포공항,240797,357048,2022-11-03 10:23:04
2022-10,9호선,4103,공항시장,86885,92879,2022-11-03 10:23:04
2022-10,9호선,4104,신방화,197096,190118,2022-11-03 10:23:04
2022-10,9호선,4105,마곡나루(서울식물원),354977,352148,2022-11-03 10:23:04
2022-10,9호선,4106,양천향교,270152,272259,2022-11-03 10:23:04
2022-10,9호선,4107,가양,619602,603098,2022-11-03 10:23:04
2022-10,9호선,4108,증미,187640,175684,2022-11-03 10:23:04
2022-10,9호선,4109,등촌,323102,306789,2022-11-03 10:23:04
2022-10,9호선,4110,염창,510686,490133,2022-11-03 10:23:04
2022-10,9호선,4111,신목동,122530,105652,2022-11-03 10:23:04
2022-10,9호선,4112,선유도,233203,221105,2022-11-03 10:23:04
2022-10,9호선,4113,당산,542834,543055,2022-11-03 10:23:04
2022-10,9호선,4114,국회의사당,425150,430906,2022-11-03 10:23:04
2022-10,9호선,4115,여의도,765673,731101,2022-11-03 10:23:04
2022-10,9호선,4116,샛강,181240,170253,2022-11-03 10:23:04
2022-10,9호선,4117,노량진,791109,788005,2022-11-03 10:23:04
2022-10,9호선,4118,노들,150232,129608,2022-11-03 10:23:04
2022-10,9호선,4119,흑석(중앙대입구),273661,278426,2022-11-03 10:23:04
2022-10,9호선,4120,동작(현충원),58233,45471,2022-11-03 10:23:04
2022-10,9호선,4121,구반포,35681,36648,2022-11-03 10:23:04
2022-10,9호선,4122,신반포,115686,115845,2022-11-03 10:23:04
2022-10,9호선,4123,고속터미널,450966,613999,2022-11-03 10:23:04
2022-10,9호선,4124,사평,107520,103063,2022-11-03 10:23:04
2022-10,9호선,4125,신논현,872069,856821,2022-11-03 10:23:04
2022-10,공항철도 1호선,4201,서울역,352347,314836,2022-11-03 10:23:04
2022-10,공항철도 1호선,4202,공덕,73278,99270,2022-11-03 10:23:04
2022-10,공항철도 1호선,4203,홍대입구,392555,392013,2022-11-03 10:23:04
2022-10,공항철도 1호선,4204,디지털미디어시티,374151,350387,2022-11-03 10:23:04
2022-10,공항철도 1호선,4206,마곡나루(서울식물원),260470,256741,2022-11-03 10:23:04
2022-10,공항철도 1호선,4207,김포공항,377095,203492,2022-11-03 10:23:04
2022-10,공항철도 1호선,4208,계양,347747,317923,2022-11-03 10:23:04
2022-10,공항철도 1호선,4209,검암,197027,195598,2022-11-03 10:23:04
2022-10,공항철도 1호선,4210,청라국제도시,203473,192983,2022-11-03 10:23:04
2022-10,공항철도 1호선,4211,운서,248411,255964,2022-11-03 10:23:04
2022-10,공항철도 1호선,4212,공항화물청사,60645,63878,2022-11-03 10:23:04
2022-10,공항철도 1호선,4213,인천공항1터미널,285107,260537,2022-11-03 10:23:04
2022-10,공항철도 1호선,4215,인천공항2터미널,121722,106827,2022-11-03 10:23:04
2022-10,공항철도 1호선,4217,영종,115411,116438,2022-11-03 10:23:04
2022-10,9호선2~3단계,4126,언주,295445,301707,2022-11-03 10:23:04
2022-10,9호선2~3단계,4127,선정릉,267934,296955,2022-11-03 10:23:04
2022-10,9호선2~3단계,4128,삼성중앙,192977,202464,2022-11-03 10:23:04
2022-10,9호선2~3단계,4129,봉은사,528227,547114,2022-11-03 10:23:04
2022-10,9호선2~3단계,4130,종합운동장,134913,131098,2022-11-03 10:23:04
2022-10,9호선2~3단계,4131,삼전,201376,189130,2022-11-03 10:23:04
2022-10,9호선2~3단계,4132,석촌고분,184951,178591,2022-11-03 10:23:04
2022-10,9호선2~3단계,4133,석촌,270538,239636,2022-11-03 10:23:04
2022-10,9호선2~3단계,4134,송파나루,154375,164106,2022-11-03 10:23:04
2022-10,9호선2~3단계,4135,한성백제,90317,79121,2022-11-03 10:23:04
2022-10,9호선2~3단계,4136,올림픽공원(한국체대),274189,282492,2022-11-03 10:23:04
2022-10,9호선2~3단계,4137,둔촌오륜,32601,31140,2022-11-03 10:23:04
2022-10,9호선2~3단계,4138,중앙보훈병원,300717,269330,2022-11-03 10:23:04
2022-10,우이신설선,4701,북한산우이,114043,106625,2022-11-03 10:23:04
2022-10,우이신설선,4702,솔밭공원,74733,70311,2022-11-03 10:23:04
2022-10,우이신설선,4703,4.19민주묘지,114239,108826,2022-11-03 10:23:04
2022-10,우이신설선,4704,가오리,125605,120499,2022-11-03 10:23:04
2022-10,우이신설선,4705,화계,103870,96571,2022-11-03 10:23:04
2022-10,우이신설선,4706,삼양,59186,61980,2022-11-03 10:23:04
2022-10,우이신설선,4707,삼양사거리,76549,75732,2022-11-03 10:23:04
2022-10,우이신설선,4708,솔샘,170122,158353,2022-11-03 10:23:04
2022-10,우이신설선,4709,북한산보국문,192922,179260,2022-11-03 10:23:04
2022-10,우이신설선,4710,정릉,147873,130180,2022-11-03 10:23:04
2022-10,우이신설선,4711,성신여대입구(돈암),103446,117204,2022-11-03 10:23:04
2022-10,우이신설선,4712,보문,46057,46287,2022-11-03 10:23:04
2022-10,우이신설선,4713,신설동,65397,63798,2022-11-03 10:23:04
2022-10,신림선,4401,샛강,67003,83539,2022-11-03 10:23:04
2022-10,신림선,4402,대방,72742,54685,2022-11-03 10:23:04
2022-10,신림선,4403,서울지방병무청,72307,78441,2022-11-03 10:23:04
2022-10,신림선,4404,보라매,89847,81156,2022-11-03 10:23:04
2022-10,신림선,4405,보라매공원,52684,56793,2022-11-03 10:23:04
2022-10,신림선,4406,보라매병원,167746,173148,2022-11-03 10:23:04
2022-10,신림선,4407,당곡,111631,106647,2022-11-03 10:23:04
2022-10,신림선,4408,신림,46913,64204,2022-11-03 10:23:04
2022-10,신림선,4409,서원,87500,73673,2022-11-03 10:23:04
2022-10,신림선,4410,서울대벤처타운,218371,209384,2022-11-03 10:23:04
2022-10,신림선,4411,관악산(서울대),100216,105299,2022-11-03 10:23:04
